SrNo,College_Code,Institue_Name,Address,Email,District,Principal_Name,Office_No,Personal_No,TPO_Name,Autonomy_Status,Year_of_Establishment
196,6144,"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune","Survey No. 25/1/3, Infront of Chatrapati Shivaji Sports Stadium, Balewadi, Tal. Haveli, Dist. Pune",ratnaraj.jambi@gmail.com,Pune,Ratna Raja Kumar,27390500,27390064,Ratna Raja Kumar,Non-Autonomous,1999
197,6145,"JSPM'S Jaywantrao Sawant College of Engineering,Pune","S. No. 58, Indrayani Nagar, Handewadi Road, Hadapsar, Pune",drmgjadhav@gmail.com,Pune,Dr. M.G. Jadhav,26970886,26970983,Gawade J.R.,Non-Autonomous,2004
198,6146,"MIT Academy of Engineering,Alandi, Pune","Alandi (D) Tal. Khed, Dist. Pune",principal@maepune.ac.in,Pune,Dr. Mahesh D Goudar,30253500,30253600,Mr. Manoj N Bade,Autonomous,1999
199,6148,"MAEER's M.I.T. College of Engineering , Kothrud, Pune","S.No. 124, Ex. Serviceman Colony, MIT College Campus, Paud Road, Kothrud, Pune",principal@mitcoe.edu.in,Pune,Dr. Anil S Hiwale,30273400,30273400,Mr. Yogesh B. Shedge,Non-Autonomous,2001
200,6149,"Choudhary Attar Singh Yadav Memorial Trust,Siddhant College of Engineering, Maval","Chakan Talegaon Road, At Post Sudumbare, Tal. Maval Dist. Pune",engineeringprincipal@gmail.com,Pune,Dr. J.R.PANCHAL,661904,661966,Miss Babar.D.R,Non-Autonomous,2005
201,6151,"Maharashtra Institute of Technology, Kothrud, Pune","Paud Road,Survey No. 124, Ex-Servicemen Colony Paud Road, Kothrud, Pune",mit@mitpune.com,Pune,Dr. Lalitkumar K.Kshirsagar,30273400,30273456,ABHAY BIRARI,Non-Autonomous,1983
202,6155,"G.H.Raisoni College of Engineering & Management, Wagholi, Pune","Gat No. 1200 , Domkhel Road, Wagholi,Tal-Haveli, Dist. Pune",ghrcem.pune@raisoni.net,Pune,Dr. Vaibhav Hendre,9921580670,9921580670,Mr. S. H. Karande,Autonomous,2006
203,6160,"JSPM's Imperial College of Engineering and Research, Wagholi, Pune","Gat No. 720/2, Pune-Ahmadnagar Road, Wagholi, Tal- Haveli, Dist. Pune",principal@jspmicoer.edu.in,Pune,Dr. R. S. Deshpande,67335100,67335102,Dr . A. W. Dhawale,Non-Autonomous,2006
204,6175,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune","Sector 26, Pradhikaran, Nigdi Pradhikaran, Pune",pccoeadmin@gmail.com,Pune,Dr. A. M. Fulambarkar,27653168,27653168,Mr. P. S. Patil,Non-Autonomous,1999
205,6176,"G. H.Raisoni Institute of Engineering and Technology, Wagholi, Pune","Gat No.1200, Navin Wagholi, Tal. Haveli Dist. Pune",r.kharadkar@raisoni.net,Pune,Prof. Dr. R. D. Kharadkar,9604787186,9604787185,Prof Hate Sudhir,Non-Autonomous,2007
206,6177,"Sinhgad College of Engineering, Vadgaon (BK), Pune","44/1, Vadgaon,(bk) off Sinhgad Road Pune",principal.scoe@sinhgad.edu,Pune,Dr. S. D. Lokhande,24100000,24354705,V D Tayade,Non-Autonomous,1996
207,6178,"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune","S. No. 44/1, Vadgaon(bk) off Sinhgad Road, Pune",principal.skncoe@sinhgad.edu,Pune,DR. A.V. Deshpande,24354938,24354938,KAVITA SHIRISH BORGAVE,Non-Autonomous,2000
208,6179,"Indira College of Engineering & Management, Pune","Survey No.64,65,Gat No.276, At Post Parandwadi, Near Somatne Phata, Tal- Maval Dist. Pune",principal@indiraicem.ac.in,Pune,Dr.Sunil S. Admuthe,661500,661500,Mr.Gajanan T. Adke,Non-Autonomous,2007
209,6183,"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima","Sharad Campus Pimpal, Jagtap Road A/P, Koregaon Bhima Tal-Shirur, Pune",alameenpune@gmail.com,Pune,Dr. Shinde J N,646015,646010,SHAIKH TANVEER SABIR,Non-Autonomous,2008
210,6184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli","S.No. 25/27, Pisoli, Tal.Haveli Dist. Pune",trinitycoe@gmail.com,Pune,Dr. A. B. Auti,8446041199,8446041199,Mr.Prashant Renushe,Non-Autonomous,2008
211,6185,"Sinhagad Institute of Technology, Lonavala","Gat No.309/310/314, Pune-Mumbai Express Highway, kasgaon(BK), Lonavala Pune , 410401",principal_sit@sinhgad.edu,Pune,Dr. M. S. Gaikwad,673356,673353,D R RAUT,Non-Autonomous,2004
212,6187,"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune","S.No.40/4A, Kondhwa(BK), Kondhwa-Saswad Road, Pune",saeprincipal@sinhagad.edu,Pune,Dr. Kishor P.Patil,26934441,26934550,S.N. Kamat,Non-Autonomous,2005
213,6203,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune","Survey No.35, Plot No. 5/6, Lohgaon Tal. Haveli Dist. Pune",principal@mmit.edu.in,Pune,Dr. R. V. Bhortake,7447786623,9049008003,Uday Wankhede,Non-Autonomous,2007
214,6206,"Pune District Education Association's College of Engineering, Pune","Hadapsar-Manjari Road, Manjari(BK),Dist. Pune",coem@pdeapune.org,Pune,DR R V PATIL,26996275,26996625,VAIDYA M C,Non-Autonomous,1998
215,6207,"Dr. D. Y. Patil Vidya Pratishthan Society’s Dr. D. Y. Patil Institute of Technology, Pimpri, Pune","Sant Tukaram Nagar, Pimpri, Pune“",info.engg@dypvp.edu.in,Pune,Dr. Pramod D.Patil,27421095,27421096,Mr. Babasaheb Powar (Office-Superintendent),Non-Autonomous,1998
216,6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli","Rajaramnagar, A/p. Sakhrale, Tal: Walwa Dist. Sangli",director@ritindia.edu,Sangli,Dr. Mrs. S. S. Kulkarni,220329,221001,Mrs. Sarika D. Patil,Autonomous,1983
217,6220,"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur","P.O. Box No. 54, Gopalpur - Ranjani Road, Gopalpur, Pandharpur Dist. Solapur",coe@sveri.ac.in,Solapur,Prof.Dr. B. P. Ronge,7767003431,9545553737,Mr. R. G. Zarkar,Non-Autonomous,1997
218,6222,"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.","Post Box No. 130, Rajwada, Ichalkaranji. Dist. Kolhapur",dktestextile@gmail.com,Kolhapur,Prof. (Dr.) P. V. Kadole,2421300,2437311,Rajendra R Shah,Autonomous,1983
219,6223,"Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur","Post Box No.154,Gut No. 16, Hipparanga, Tuljapur Road, North Solapur",office@orchidengg.ac.in,Solapur,Dr. J.B. Dafedar,2500020,2500021,Mr. Shelke S. S.,Non-Autonomous,2008
220,6225,"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.","Post Box No. 130, Rajwada, Ichalkaranji. Dist. Kolhapur",dkte@sancharnet.in,Kolhapur,Prof. (Dr.) P. V. Kadole,2421300,2437311,SHRI RAJENDRA R. SHAH,Non-Autonomous,1983
221,6231,"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune","S. No. 44/1, Opp Sinhagad Road, Vadgaon (Budruk), Pune 411041",directormca_siom@sinhgad.edu,Pune,Dr. Parag Kalkar,24358360,24100000,Mrs. Rupali Warokar,Non-Autonomous,1996
222,6237,"Deccan Education Society's Technical Institute ,Pune","BMCC Road, Opposite to IMDR, Fergussons Campus, Pune",principal@destip.org,Pune,Dr.R.H. Dongre,67656281,67656282,Dr. Raviprakash H. Dongre,Non-Autonomous,1937
223,6239,"Sinhgad Technical Education Society, Sinhgad Institute of Management & Computer Application, Narhe (Ambegaon), Pune","At Post Narhe, (Ambegaon), Off,Westerly by pass Pune- 411041",director_mca_simca@sinhgad.edu,Pune,Dr. Shivaji Mundhe,66831922,66831907,Manish Kasabekar,Non-Autonomous,2004
224,6250,"D.Y. Patil College of Engineering and Technology, Kolhapur","Kasaba Bavada,Taluka Karveer,Kolhapur",info.dypcet@dypgroup.edu.in,Kolhapur,Prof. Santosh Devidaspant Chede,2601432,2601433,Dr. Litesh Vasanji Malade,Non-Autonomous,1984
225,6255,"Maharashtra Academy of Engineering & Educational Research's Maharashtra Institute of Pharmacy, Pune","S.No.124, MIT Campus, Ex-servicemen Colony, Paud Road, Kothrud, Pune",maeersmippune@gmail.com,Pune,Dr. B. S. Kuchekar,30273653,30273673,Mr. L. T. Borade,Non-Autonomous,1997
226,6266,"Shetkari Shikshan Mandal's Pad. Vasnatraodada Patil Institute of Technology, Budhgaon,(Diploma) Sangli","PVPIT), Budhgaon, Tasgaon Rd., Tal : Miraj",0045principal@msbte.com,Sangli,Prof. B.B.Patil,2366317,2366500,Mr. Ashok Raghunath Kale,Non-Autonomous,1983
227,6267,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur","R.S. No. 199, B/1-3, Gokul_Shirgaon,Tal: Karveer Kolhapur , 416234",info@kitcoek.in,Kolhapur,Dr. V. V. Karjinni,7769001199,2636202,Dr. M. M. Mujumdar,Autonomous,1983
228,6268,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar","At & Post - Warananagar Taluka : Panhala Kolhapur , 416113",principal@tkietwarana.ac.in,Kolhapur,Dr. Sunil V. Anekar,224012,224012,Mr. D. S. Thombare,Non-Autonomous,1983
229,6270,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara","Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Near Circuit House, Sadar Bazar, Camp-Satara",registrar@kbpcoes.edu.in,Satara,Dr. Attar Abdul Chand,230636,233005,Mr. Ganesh Kisan Suravase,Non-Autonomous,1983
230,6272,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Sector-29,Nigdi Pradhikaran, Akurdi, Pune",principal@dypcoeakurdi.ac.in,Pune,Dr. Vijay M. Wadhai,27653054,27653058,Dr. N. S. Jain,Non-Autonomous,1984
231,6273,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune","666, Upper Indira Nagar, Bibwewadi, Pune",registrar@vit.edu,Pune,Prof. (Dr.) Rajesh M. Jalnekar,24283001,24202221,Prof. Ganesh D. Korwar,Autonomous,1984
232,6274,"Pune Vidyarthi Griha's College of Engineering and Technology, Pune","44, Vidyanagari, Parvati, Shivdarshan Chowk, Near Muktangan English School, Pune",info@pvgcoet.ac.in,Pune,Dr. Kalyani Jitendra Kulkarni,24228258,24211514,HADAP MEENA PRASAD,Non-Autonomous,1985
233,6275,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati","Malegaon BK, Tal: Baramati Dist. Pune",coembk.office@gmail.com,Pune,Dr. Mukane Shailendrakumar Mahadeo,255113,255113,Phalke Rajaram Babasaheb,Non-Autonomous,1990
234,6276,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune","Karvenagar, Pune",administrator@cumminscollege.org,Pune,Dr. Madhuri Khambete,25311000,25311100,Smt. Revati Gore,Autonomous,1991
235,6277,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur","Gat no. 314/330, Shirol wadi road, Jaisingpur Dist. Kolhapur",principal@jjmcoe.ac.in,Kolhapur,Dr. Sanjay Hari Sawant,221123,221828,Shri S.B. Kolekar,Non-Autonomous,1992
236,6278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Kennedy Road, Near R.T.O., Pune",contact@aissmscoe.com,Pune,Dr Dattatraya Shankar Bormane,26058587,26059562,Mr A B Bhonsle,Non-Autonomous,1992
237,6281,"Modern Education Society's College of Engineering, Pune","Wadia College Campus 19, Late Prin. V. K. Jog Path, Pune",principal@mescoepune.org,Pune,Dr. A. A. Keste,26163831,26169730,Mr S.S.Ingole,Non-Autonomous,1999
238,6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",At Post : Ashta. Tal- Walwa Dist. Sangli,profrak@rediffmail.com,Sangli,Dr. V. S. Patil,241107,241115,Prof. S. B. Hivarekar,Autonomous,1999
239,6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune","Vidyanagari, Bhigwan Road, Baramati Dist. Pune",principal.vpkbiet@vidyapratishthan.com,Pune,Dr. R.S. Bichkar,239503,239500,Mr. Satish H. Taware,Non-Autonomous,2000
240,6285,"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune","Katraj,Dhankawadi campus, Pune-Satara Road, Pune",coewpune@bharatividyapeeth.edu,Pune,Dr. SANDIP RAOSAHEB PATIL,24371684,24371684,Mr. Sathe Ashok Tukaram,Non-Autonomous,2000
241,6288,"Bharati Vidyapeeth's College of Engineering, Kolhapur","Near Chitranagari, Kolhapur",coekolhapur@bharatividyapeeth.edu,Kolhapur,Dr. Vijay Ghorpade,2638894,2639986,Mr. Kadam R. L.,Non-Autonomous,2001
242,6293,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur","Gat No.137, Solapur-Manglwedha-Kolhapur Highway,Taluka: North Solapur, Belati Solapur",bmit@bmssp.org,Solapur,Dr Mohanlal Motitlal Mulkutkar,2283842,2283822,Mr Anand Siddharam Uppin,Non-Autonomous,2006
243,6302,"Gourishankar Educational & Charitable Trust's Satara College of Engineering & Management, Limb, Satara","Survey No.989,/A-1, & 990/ At. Posty. Limb Taluka & District : Satara",scoem_sat@yahoo.com,Satara,Dr. Mrs. Kulkarni R P,268754,268754,Nirmal Pawar,Non-Autonomous,2008
244,6307,"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli","1284, Ubale Nagar, Wagholi, Taluka Haveli Dist. Pune",dpcoepune@gmail.com,Pune,Prof.Dr.Nihar Shripad Walimbe,66059900,66059900,Pankaj P. Amrutkar,Non-Autonomous,2008
245,6308,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)","18(2 A/2) Pratap Nagar , Bijapur Road, Solapur",contact@agpit.edu.in,Solapur,Dr. Sunil A. Patil,2342499,2343099,G N Kulkarni,Non-Autonomous,2008
246,6310,"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune","Vishnupuri Talegaon Station, Taluka Mavel, Dist. Pune",nmiettalegaon@gmail.com,Pune,Dr. Lalitkumar Wadhava,231666,231888,Vijay Shirke,Non-Autonomous,2008
247,6311,"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi","Gut No. 720/1 & 2, Pune Nagar Road, Wagholi, Tal. Hawali Dist. Pune",pricipalbsiotr@gmail.com,Pune,Dr. Nagaraj Kalyanappa Timalapur,67335108,67335108,Mr. Anuse Pritam Mahadev,Non-Autonomous,2009
248,6313,"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva","GAT No 329/1, Kille Macchindragad,",contact@sspmjcem.com,Sangli,Mr.Deshmukh Monoj Janardan,266407,8605480504,Mr. Pramod Pawar,Non-Autonomous,2009
249,6315,"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala","Sanjeevan Knowladge City, Somwarpeth (Injole), Panhala, Tal. Panhala. Dist. Kolhapur",office@seti.edu.in,Kolhapur,Dr. Mohan B.Vanarotti,2686600,2686601,Shri. B. V. Kumbhar,Non-Autonomous,2009
250,6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)","Gat No.525 & 473/A, Yadrav, Tal. Shirol, Dist: Kolhapur",contact@sitcoe.org.in,Kolhapur,Dr Sanjay Annaso Khot,253001,253016,Shinde D D,Non-Autonomous,2009
251,6318,"Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi","S. No 209, At Post - Wadwadi, Tal - Khandala, Dist - Satara",abhinavengineering@yahoo.com,Satara,Dr.Pradhan Milind Suresh.,286109,286109,Mrs.Yadhav Sunita A.,Non-Autonomous,2009
252,6320,"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli","Survey No. 25/27, Post Yevalewadi, Village Pisoli, Near Bopdev Ghat, Near Hotel Garwa, Tal. Haveli. Dist. Pune",principalkjcoemr@gmail.com,Pune,Prof. Dr. Suhas S. Khot,26934417,65789009,SANDIP PRALHAD PANCHBHAI,Non-Autonomous,2009
253,6321,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur","72/2 B, Pratap Nagar, Soregaon-Dongaon Road, Solapur",vvpiet@rediffmail.com,Solapur,Dr. Shailesh V. Deshpande,6452555,6054555,Mr. M. B. Patil,Non-Autonomous,2009
254,6322,"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi","At Dumberwadi, Post Khamundi(Otur), Tal. Junnar Dist. Pune",principalspoce09@gmail.com,Pune,Dr. Govind Ukhandrao Kharat,239202,239203,Benke Vishal Chandrakant,Non-Autonomous,2009
255,6323,"D. Y. Patil College of Engineering, Ambi, Talegaon, Maval","A/P Ambi, Talegaon, Maval, Dist.Pune",ddypea@gmail.com,Pune,Dr. Abhay A. Pawar,306228,2114306,SHRI. Bhavanrao Gaikwad,Non-Autonomous,2009
256,6324,"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor","S.No. 237, Dhangwadi, Tal. Bhor. Dist. Pune",scscoe@gmail.com,Pune,Prof.Dr. S. B. Patil,282556,282556,Mr. Goraknath D. Jagtap,Non-Autonomous,2009
257,6326,"Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur","G. No. 125, 124, A/P Shelve, Tal. Pandharpur. Dist. Solapur",kecmailbox@rediffmail.com,Solapur,Dr. S.P. Patil,250301,250310,WALAKE G.D.,Non-Autonomous,2009
258,6378,"Sinhgad Technical Education Society's Sinhgad Institute of Pharmaceutical Sciences , Lonavala","S.No. 309/310, Kusgaon (Bk.), Off. Mumbai-Pune Expressway, Lonavala, Tal- Maval, Dist - Pune - 410401",sips@sinhgad.edu,Pune,Dr. M. P. Mahajan,673324,673322,Mr. Somnath B. Nalawade,Non-Autonomous,2004
259,6417,"Poona District Education Association's, Institute of Technology,Hadpsar,Pune","A.M. COllege Campus, Mahadeo Nagar, Manjari Road, Hadapsar,Pune-411028",iot@pdeapune.org,Pune,Prof.SAWALE NITIN REVAJI,26992415,26990602,Rakhunde K N,Non-Autonomous,1995
260,6419,"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune","Vishnupuri,Talegaon Dabhade(St.), Tal.Maval District. Pune",ncerpune@gmail.com,Pune,Dr.Girish M.Desai,228175,228175,Mr.Samadhan Kumbhar,Non-Autonomous,2018
261,6422,"Bharati Vidyapeeth's Institute of Technology, Palus, Sangli","Atpost:Palus,Tal:Palus, Dist:Sangli 416310",mmsdeshmukh@rediffmail.com,Sangli,Mr. Deshmukh M.S.,228585,228008,Mr. Kulkarni H.R,Non-Autonomous,2000
262,6423,"Shri Jain Vidya Prasarak Mandal's Rasiklal M. Dhariwal Institute of Technology, Chinchwadgaon, Pune","Shri Fattechand Marg Pune , 411033",rmdiot@gmail.com,Pune,Mr. Anil B. Thite,27353516,98228894,Deshpande A A,Non-Autonomous,2001
263,6431,"Sai Charitable Trust, Indira Institute Of Diploma Engineering(Poly), Sasure, Tal. Barshi","Flat No. 67, At Post Sasure ( Bairag )Solapur_Barshi Highway, Barshi, Solapur 413402",ssctiide@gmail.com,Solapur,Shri. Zambare S.S.,240700,240700,Mr.Shinde D.B.,Non-Autonomous,2007
264,6433,"Vidyavardhini Charitable Trust's Abhaysinhraje Bhonsle Institute of Technology, Shahunagar- Shendra, Satara","Gat No. 282, 290 & 291 Shendre Satara 415001",abitsatara@rediffmail.com,Satara,Prof. Dhumal Satish U,9822607137,9822607137,MR. BHOSALE SOPAN SHIVAJI,Non-Autonomous,2008
265,6434,"Dinkarrao K. Shinde Smarak Trust, Dr. A.D. Shinde Institute Of Technology, Gadhinglaj","At Post-Bhadgaon, Taluka Gadhinglaj, Dist. Kolhapur 416502",principal_dads@rediffmail.com,Kolhapur,MR. S. S. PATTANSHETTI,250656,250457,Mr. S. M. Mhaldar,Non-Autonomous,2008
266,6436,"Sharad Institute of Technology Polytechnic, Yadrav( Ichalkaranji)","Jay-Sangli Naka, Yadrav-Ichalkaranji, Shirol, Kolhapur 416121",contact@sitpolytechnic.org,Kolhapur,Mr. Tashildar Bajrang Satappa,253050,253053,Mr.Wasim Ibrahim Shaikh,Non-Autonomous,2008
267,6444,"Shriram Institute Of Engineering & Technology, (Poly), Paniv","Paniv, Taluka Malshiras, Dist. Solapur 413113",sietpoly@gmail.com,Solapur,Mr. Khandare Pramod Prakash,274055,274211,Mr Chougule Nayankumar Babanrao,Non-Autonomous,2008
268,6466,"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad","Gat No.716,Ghogaon,(Shivajinagar),Tal.Karad Satara , 415111",ssietdegree@gmail.com,Satara,Prof. S. B. Kulkarni,257309,223096,Shri Patil Santosh Vishrant,Non-Autonomous,2017
269,6467,"Swami Vivekananda Pratisthan, Swami Vivekananda Institute Of Technology,Khed, Solapur","Gat No.16/1,Solapur -Barshi Road,Khed,North Solapur 413225",svp_sol@rediffmail.com,Solapur,MR. HINDURAO DINKAR GORE,2911026,2911025,MR. SAMADHAN DAGADU WADANE,Non-Autonomous,2009
270,6468,"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur","2130, E Ward, Kolhapur 416003",bsieat@gmail.com,Kolhapur,Ramchandra PATIL,2658610,2658613,Mr. Amit Aba Awad,Non-Autonomous,2009
271,6536,"Vivekanad Institute of Technology Padmbhushan Vasantdada Patil College of Architecture, Pune","Sr. No.274/2, 275/2,282, Aditya Nisarg, At Post Pirangut, Taluka Mulshi, District Pune",pvpcoapune@gmail.com,Pune,Prof.Ar.Prasanna Desai,20291299,20291308,Santosh P.Patil,Non-Autonomous,1995
272,6545,"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.","Gat. No-247,A/P-Panwalewadi Post Varye,Tal-Satara 415015",agcenggsatara@gmail.com,Satara,Dr.Vilas Arun Pharande,200100,200100,Kanase N.U.,Non-Autonomous,2010
273,6602,"College Of Engineering, Vairag Tal. Barshi","At/p- Sasure- Vairag On Solapur Barshi State HighWay Tal-Barshi Solapur , 413402",collegeofengineeringvairag@gmali.com,Solapur,D.R. Suryawanshi,240700,240700,Shinde D.B.,Non-Autonomous,2010
274,6608,"Institute of Technical Education, Research and Management, Akurdi","Sectro No.28, PCNTDA, Akurdi, Pune 411044",itermakurdi@gmail.com,Pune,Dr. M G Chaskar(Acting Director),27650788,27650276,Mrs Mohini V. kadam,Non-Autonomous,2010
275,6618,"Shriram Institute Of Engineering And Technology Centre, Paniv","At/P-Paniv, Tal-Malshiras, Dist-Solapur 413113",principalsietc@gmail.com,Solapur,Dr.Deshmukh P.K.,274044,274222,CHANDANSHIVE DATTATRAY GANGADHAR,Non-Autonomous,2010
276,6620,"D. Y. Patil Institute of Engineering and Technology, Ambi","S.No. 124,126, At/Post Ambi, M.I.D.C. Road, Talegaon, Taluka-Maval, Dist Pune 410506",ddypea@gmail.com,Pune,Dr. Laxman Kamble,306229,306229,SHRI. Bhavanrao GAIKWAD,Non-Autonomous,2010
277,6621,"Institute Of Knowledge-College Of Engineering, Pimpale - Jagtap","Pimpale - Jagtap , Tal. Shirur , District - Pune. 412208",principal.iok@gmail.com,Pune,THAKUR RITESH,673304,673333,Mr.awargand Vinod B,Non-Autonomous,2010
278,6625,"Universal College of Engineering & Research, Sasewadi","Gat No. 430, Sasewadi, Pune",preranap.pune@gmail.com,Pune,Prof. S. V. Navale,21132,220000,Pravin D Dhotre,Non-Autonomous,2010
279,6634,"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune","Svy.NO.25&27,At pisoli,Post Yevalewadi,Tal-Haveli,Bopdeo Ghat,Pune 411048",estb.pcoemr@gmail.com,Pune,Dr.Nilesh J.Uke,8446091199,69739009,Anil B.Chorge,Non-Autonomous,2010
280,6643,"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur","At Post Korti,Pandharpur - Karad road, Tal-Pandharpur, Dist-Solapur",principal@sknscoe.ac.in,Solapur,Dr. K.J. Karande,250146,250103,S. H. KARANDE,Non-Autonomous,2010
281,6732,"Dr. D. Y. Patil School OF Engineering, Lohegaon, Pune","Dr. D.Y. Patil Knowledge City, Charholi (Bk.), via Lohegaon, Pune",mankar.vidyanand@dypic.in,Pune,Dr. M Z Shaikh,67077922,67077922,Mankar Vidyanand,Non-Autonomous,2010
282,6741,"Sinhgad Technical Education Society's S.K.N. Sinhgad School of Business Management, Ambegaon, Tal. Haveli Dist. Pune","10/1, Ambegaon(Bu.), Tal- Haveli, Pune. 411041",director_sknsbm@sinhgad.edu,Pune,Dr. Rajashree Shinde,24354036,24354036,Mr. Mahesh Shinde,Non-Autonomous,2010
283,6757,"Yashoda Technical Campus, Wadhe, Satara.","S.No.242/1, At post Wadhe,Tal.& Dist. Satara. 415011",principalengg_ytc@yes.edu.in,Satara,Prof. Dr. N. G. Narve,271239,271240,Mr. Kishor Rajendrakumar Shinde,Non-Autonomous,2011
284,6766,Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara,"Survey No.31(Part), Thakurki, Tal. Phaltan, Dist.Satara.",coeprincipal@yahoo.co.in,Satara,Dr Ajay V Deshmukh,220339,220339,D. B. Gore,Non-Autonomous,2011
285,6767,"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.","Kamshet, Taluka Maval, Dist. Pune 410405",principal@srttc.ac.in,Pune,Dr. Jaywant B. Sankpal,264101,264106,Prof. Girish N. Matre,Non-Autonomous,2012
286,6770,"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.","Gat No.309, Kusgaon Budruk, Opp. Pune Mumbai Express Highway, Kusgaon, Lonavala, Pune. 410401",principal.sknsits@sinhgad.edu,Pune,Dr. Milind Shivaji Rohokale,673391,673225,Mr. Vijaykumar Kisan Gangthade,Non-Autonomous,2011
287,6771,"Flora Institute of Technology, Khopi, Near Khed Shivapur Toll Plaza, Pune","49/1, Khopi, Nr. Khed-Shivapur Toll Plaza, Off Pune-Banglore Highway, Taluka-Bhor,Dist.Pune , 412205",flora.education@gmail.com,Pune,"Dr.Atul Padalkar, Former Principal, Sinhgad College of Engineering, Pune",203060,203061,Rahul Padalkar,Non-Autonomous,2011
288,6772,"NBN Sinhgad Technical Institutes Campus, Pune","10/1, Ambegaon Budruk, Tal.Haveli, Dist.Pune. 411041",nbnssoe@sinhgad.edu,Pune,Dr S. D. Markande,24355042,24355041,MR SANTOSH D PATOLE,Non-Autonomous,2011
289,6780,"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.","G.No. 85, Talasande, Tal- Hatkangle, Kolhapur 416112",engg.dyptc@gmail.com,Kolhapur,Dr. Satish R. Pawaskar,9545719599,9545719599,Shri Bhagaje Prakash Mallappa,Non-Autonomous,2011
290,6781,"Bhagwant Institute of Technology, Barshi","Gat No. 1242/2, Tadsoundane Road, Barshi. Solapur.413401",bitbarshi6781@gmail.com,Solapur,Dr. Deshmane A.K.,220070,220031,Budruk P.V.,Non-Autonomous,2011
